meter_id,timestamp_utc,energy_kwh_cumulative
MTR-001,2025-01-11 21:00:00,516.16
MTR-001,2025-01-11 22:00:00,516.91
MTR-001,2025-01-11 23:00:00,518.08
MTR-001,2025-01-12 00:00:00,519.14
MTR-001,2025-01-12 01:00:00,520.23
MTR-001,2025-01-12 02:00:00,521.46
MTR-001,2025-01-12 03:00:00,522.94
MTR-001,2025-01-12 04:00:00,524.31
MTR-001,2025-01-12 05:00:00,525.18
MTR-001,2025-01-12 06:00:00,526.16
MTR-001,2025-01-12 07:00:00,527.82
MTR-001,2025-01-12 08:00:00,529.4
MTR-001,2025-01-12 09:00:00,531.3
MTR-001,2025-01-12 10:00:00,532.71
MTR-001,2025-01-12 11:00:00,535.16
MTR-001,2025-01-12 12:00:00,537.25
MTR-001,2025-01-12 13:00:00,538.87
MTR-001,2025-01-12 14:00:00,540.37
MTR-001,2025-01-12 15:00:00,541.81
MTR-001,2025-01-12 16:00:00,542.91
MTR-001,2025-01-12 17:00:00,544.56
MTR-001,2025-01-12 18:00:00,546.08
MTR-001,2025-01-12 19:00:00,547.77
MTR-001,2025-01-12 20:00:00,548.73
MTR-001,2025-01-12 21:00:00,550.6
MTR-001,2025-01-12 22:00:00,551.61
MTR-001,2025-01-12 23:00:00,552.81
MTR-001,2025-01-13 00:00:00,554.55
MTR-001,2025-01-13 01:00:00,556.37
MTR-001,2025-01-13 02:00:00,558.35
MTR-001,2025-01-13 03:00:00,559.41
MTR-001,2025-01-13 04:00:00,561.42
MTR-001,2025-01-13 05:00:00,562.47
MTR-001,2025-01-13 06:00:00,563.9
MTR-001,2025-01-13 07:00:00,565.44
MTR-001,2025-01-13 08:00:00,567.56
MTR-001,2025-01-13 09:00:00,570.05
MTR-001,2025-01-13 10:00:00,570.58
MTR-001,2025-01-13 11:00:00,572.6
MTR-001,2025-01-13 12:00:00,573.76
MTR-001,2025-01-13 13:00:00,574.82
MTR-001,2025-01-13 14:00:00,575.82
MTR-001,2025-01-13 15:00:00,577.49
MTR-001,2025-01-13 16:00:00,579.08
MTR-001,2025-01-13 17:00:00,580.29
MTR-001,2025-01-13 18:00:00,581.93
MTR-001,2025-01-13 19:00:00,583.96
MTR-001,2025-01-13 20:00:00,585.64
MTR-001,2025-01-13 21:00:00,586.62
MTR-001,2025-01-13 22:00:00,588.22
MTR-001,2025-01-13 23:00:00,590.31
MTR-001,2025-01-14 00:00:00,592.44
MTR-001,2025-01-14 01:00:00,594.35
MTR-001,2025-01-14 02:00:00,595.35
MTR-001,2025-01-14 03:00:00,597.5
MTR-001,2025-01-14 04:00:00,598.03
MTR-001,2025-01-14 05:00:00,600.28
MTR-001,2025-01-14 06:00:00,601.85
MTR-001,2025-01-14 07:00:00,603.47
MTR-001,2025-01-14 08:00:00,604.73
MTR-001,2025-01-14 09:00:00,605.97
MTR-001,2025-01-14 10:00:00,606.81
MTR-001,2025-01-14 11:00:00,608.53
MTR-001,2025-01-14 12:00:00,610.03
MTR-001,2025-01-14 13:00:00,611.4
MTR-001,2025-01-14 14:00:00,612.83
MTR-001,2025-01-14 15:00:00,614.71
MTR-001,2025-01-14 16:00:00,616.31
MTR-001,2025-01-14 17:00:00,617.3
MTR-001,2025-01-14 18:00:00,619.13
MTR-001,2025-01-14 19:00:00,621.32
MTR-001,2025-01-14 20:00:00,623.54
MTR-001,2025-01-14 21:00:00,625.26
MTR-001,2025-01-14 22:00:00,626.9
MTR-001,2025-01-14 23:00:00,628.95
MTR-001,2025-01-15 00:00:00,630.99
MTR-001,2025-01-15 01:00:00,632.92
MTR-001,2025-01-15 02:00:00,634.0
MTR-001,2025-01-15 03:00:00,635.51
MTR-001,2025-01-15 04:00:00,636.72
MTR-001,2025-01-15 05:00:00,638.29
MTR-001,2025-01-15 06:00:00,639.93
MTR-001,2025-01-15 07:00:00,640.89
MTR-001,2025-01-15 08:00:00,642.42
MTR-001,2025-01-15 09:00:00,644.33
MTR-001,2025-01-15 10:00:00,646.02
MTR-001,2025-01-15 11:00:00,647.64
MTR-001,2025-01-15 12:00:00,649.15
MTR-001,2025-01-15 13:00:00,651.38
MTR-001,2025-01-15 14:00:00,653.11
MTR-001,2025-01-15 15:00:00,654.18
MTR-001,2025-01-15 16:00:00,655.74
MTR-001,2025-01-15 17:00:00,657.2
MTR-001,2025-01-15 18:00:00,657.61
MTR-001,2025-01-15 19:00:00,659.04
MTR-001,2025-01-15 20:00:00,661.49
MTR-001,2025-01-15 21:00:00,663.39
MTR-001,2025-01-15 22:00:00,665.0
MTR-001,2025-01-15 23:00:00,665.85
MTR-001,2025-01-16 00:00:00,667.55
MTR-001,2025-01-16 01:00:00,669.23
MTR-001,2025-01-16 02:00:00,670.63
MTR-001,2025-01-16 03:00:00,672.1
MTR-001,2025-01-16 04:00:00,672.88
MTR-001,2025-01-16 05:00:00,674.9
MTR-001,2025-01-16 06:00:00,676.1
MTR-001,2025-01-16 07:00:00,677.52
MTR-001,2025-01-16 08:00:00,678.6
MTR-001,2025-01-16 09:00:00,680.47
MTR-001,2025-01-16 10:00:00,681.38
MTR-001,2025-01-16 11:00:00,682.76
MTR-001,2025-01-16 12:00:00,684.73
MTR-001,2025-01-16 13:00:00,686.9
MTR-001,2025-01-16 14:00:00,689.4
MTR-001,2025-01-16 15:00:00,691.59
MTR-001,2025-01-16 16:00:00,692.47
MTR-001,2025-01-16 17:00:00,694.13
MTR-001,2025-01-16 18:00:00,695.87
MTR-001,2025-01-16 19:00:00,698.3
MTR-001,2025-01-16 20:00:00,699.23
MTR-001,2025-01-16 21:00:00,700.61
MTR-001,2025-01-16 22:00:00,702.16
MTR-001,2025-01-16 23:00:00,703.62
MTR-001,2025-01-17 00:00:00,705.15
MTR-001,2025-01-17 01:00:00,706.86
MTR-001,2025-01-17 02:00:00,707.15
MTR-001,2025-01-17 03:00:00,709.16
MTR-001,2025-01-17 04:00:00,709.99
MTR-001,2025-01-17 05:00:00,711.61
MTR-001,2025-01-17 06:00:00,713.96
MTR-001,2025-01-17 07:00:00,714.97
MTR-001,2025-01-17 08:00:00,716.73
MTR-001,2025-01-17 09:00:00,717.5
MTR-001,2025-01-17 10:00:00,718.9
MTR-001,2025-01-17 11:00:00,720.51
MTR-001,2025-01-17 12:00:00,722.18
MTR-001,2025-01-17 13:00:00,724.32
MTR-001,2025-01-17 14:00:00,725.93
MTR-001,2025-01-17 15:00:00,727.57
MTR-001,2025-01-17 16:00:00,729.12
MTR-001,2025-01-17 17:00:00,730.55
MTR-001,2025-01-17 18:00:00,732.11
MTR-001,2025-01-17 19:00:00,733.19
MTR-001,2025-01-17 20:00:00,734.32
MTR-001,2025-01-17 21:00:00,735.96
MTR-001,2025-01-17 22:00:00,737.36
MTR-001,2025-01-17 23:00:00,738.81
MTR-001,2025-01-18 00:00:00,739.98
MTR-001,2025-01-18 01:00:00,741.79
MTR-001,2025-01-18 02:00:00,743.62
MTR-001,2025-01-18 03:00:00,744.8
MTR-001,2025-01-18 04:00:00,746.81
MTR-001,2025-01-18 05:00:00,748.5
MTR-001,2025-01-18 06:00:00,749.49
MTR-001,2025-01-18 07:00:00,751.35
MTR-001,2025-01-18 08:00:00,753.35
MTR-001,2025-01-18 09:00:00,754.0
MTR-001,2025-01-18 10:00:00,755.99
MTR-001,2025-01-18 11:00:00,757.76
MTR-001,2025-01-18 12:00:00,759.51
MTR-001,2025-01-18 13:00:00,760.23
MTR-001,2025-01-18 14:00:00,761.51
MTR-001,2025-01-18 15:00:00,763.1
MTR-001,2025-01-18 16:00:00,764.35
MTR-001,2025-01-18 17:00:00,765.99
MTR-001,2025-01-18 18:00:00,767.46
MTR-001,2025-01-18 19:00:00,768.91
MTR-001,2025-01-18 20:00:00,769.72
MTR-001,2025-01-18 21:00:00,771.15
MTR-001,2025-01-18 22:00:00,772.91
MTR-001,2025-01-18 23:00:00,774.34
MTR-001,2025-01-19 00:00:00,776.26
MTR-001,2025-01-19 01:00:00,778.12
MTR-001,2025-01-19 02:00:00,780.03
MTR-001,2025-01-19 03:00:00,780.97
MTR-001,2025-01-19 04:00:00,782.63
MTR-001,2025-01-19 05:00:00,784.55
MTR-001,2025-01-19 06:00:00,786.16
MTR-001,2025-01-19 07:00:00,788.0
MTR-001,2025-01-19 08:00:00,789.36
MTR-001,2025-01-19 09:00:00,790.92
MTR-001,2025-01-19 10:00:00,791.74
MTR-001,2025-01-19 11:00:00,793.18
MTR-001,2025-01-19 12:00:00,794.77
MTR-001,2025-01-19 13:00:00,796.1
MTR-001,2025-01-19 14:00:00,798.45
MTR-001,2025-01-19 15:00:00,799.84
MTR-001,2025-01-19 16:00:00,801.51
MTR-001,2025-01-19 17:00:00,803.27
MTR-001,2025-01-19 18:00:00,804.08
MTR-001,2025-01-19 19:00:00,805.6
MTR-001,2025-01-19 20:00:00,807.06
MTR-001,2025-01-19 21:00:00,808.2
MTR-001,2025-01-19 22:00:00,810.74
MTR-001,2025-01-19 23:00:00,811.27
MTR-001,2025-01-20 00:00:00,812.86
MTR-001,2025-01-20 01:00:00,814.53
MTR-001,2025-01-20 02:00:00,816.67
MTR-001,2025-01-20 03:00:00,818.25
MTR-001,2025-01-20 04:00:00,820.12
MTR-001,2025-01-20 05:00:00,822.19
MTR-001,2025-01-20 06:00:00,822.94
MTR-001,2025-01-20 07:00:00,824.62
MTR-001,2025-01-20 08:00:00,824.97
MTR-001,2025-01-20 09:00:00,825.76
MTR-001,2025-01-20 10:00:00,827.76
MTR-001,2025-01-20 11:00:00,828.68
MTR-001,2025-01-20 12:00:00,830.67
MTR-001,2025-01-20 13:00:00,832.42
MTR-001,2025-01-20 14:00:00,834.66
MTR-001,2025-01-20 15:00:00,836.32
MTR-001,2025-01-20 16:00:00,837.38
MTR-001,2025-01-20 17:00:00,838.26
MTR-001,2025-01-20 18:00:00,839.97
MTR-001,2025-01-20 19:00:00,841.57
MTR-001,2025-01-20 20:00:00,842.42
MTR-001,2025-01-20 21:00:00,845.26
MTR-001,2025-01-20 22:00:00,847.08
MTR-001,2025-01-20 23:00:00,848.51
MTR-001,2025-01-21 00:00:00,850.24
MTR-001,2025-01-21 01:00:00,850.7
MTR-001,2025-01-21 02:00:00,851.8
MTR-001,2025-01-21 03:00:00,853.79
MTR-001,2025-01-21 04:00:00,855.32
MTR-001,2025-01-21 05:00:00,856.5
MTR-001,2025-01-21 06:00:00,857.65
MTR-001,2025-01-21 07:00:00,859.27
MTR-001,2025-01-21 08:00:00,860.69
MTR-001,2025-01-21 09:00:00,861.73
MTR-001,2025-01-21 10:00:00,862.48
MTR-001,2025-01-21 11:00:00,863.61
MTR-001,2025-01-21 12:00:00,864.67
MTR-001,2025-01-21 13:00:00,867.07
MTR-001,2025-01-21 14:00:00,868.04
MTR-001,2025-01-21 15:00:00,869.61
MTR-001,2025-01-21 16:00:00,871.89
MTR-001,2025-01-21 17:00:00,873.31
MTR-001,2025-01-21 18:00:00,874.45
MTR-001,2025-01-21 19:00:00,876.54
MTR-001,2025-01-21 20:00:00,878.41
MTR-001,2025-01-21 21:00:00,880.56
MTR-001,2025-01-21 22:00:00,881.84
MTR-001,2025-01-21 23:00:00,883.69
MTR-001,2025-01-22 00:00:00,885.25
MTR-001,2025-01-22 01:00:00,887.36
MTR-001,2025-01-22 02:00:00,889.12
MTR-001,2025-01-22 03:00:00,890.11
MTR-001,2025-01-22 04:00:00,892.2
MTR-001,2025-01-22 05:00:00,893.22
MTR-001,2025-01-22 06:00:00,894.1
MTR-001,2025-01-22 07:00:00,895.58
MTR-001,2025-01-22 08:00:00,897.01
MTR-001,2025-01-22 09:00:00,897.48
MTR-001,2025-01-22 10:00:00,898.07
MTR-001,2025-01-22 11:00:00,899.19
MTR-001,2025-01-22 12:00:00,899.96
MTR-001,2025-01-22 13:00:00,902.18
MTR-001,2025-01-22 14:00:00,904.24
MTR-001,2025-01-22 15:00:00,906.26
MTR-001,2025-01-22 16:00:00,907.87
MTR-001,2025-01-22 17:00:00,908.99
MTR-001,2025-01-22 18:00:00,909.96
MTR-001,2025-01-22 19:00:00,911.74
MTR-001,2025-01-22 20:00:00,913.06
MTR-001,2025-01-22 21:00:00,914.83
MTR-001,2025-01-22 22:00:00,916.32
MTR-001,2025-01-22 23:00:00,917.93
MTR-001,2025-01-23 00:00:00,920.15
MTR-001,2025-01-23 01:00:00,921.88
MTR-001,2025-01-23 02:00:00,924.07
MTR-001,2025-01-23 03:00:00,925.45
MTR-001,2025-01-23 04:00:00,926.91
MTR-001,2025-01-23 05:00:00,928.49
MTR-001,2025-01-23 06:00:00,929.04
MTR-001,2025-01-23 07:00:00,931.07
MTR-001,2025-01-23 08:00:00,932.66
MTR-001,2025-01-23 09:00:00,934.14
MTR-001,2025-01-23 10:00:00,937.02
MTR-001,2025-01-23 11:00:00,938.44
MTR-001,2025-01-23 12:00:00,940.23
MTR-001,2025-01-23 13:00:00,941.55
MTR-001,2025-01-23 14:00:00,944.32
MTR-001,2025-01-23 15:00:00,945.96
MTR-001,2025-01-23 16:00:00,948.07
MTR-001,2025-01-23 17:00:00,948.85
MTR-001,2025-01-23 18:00:00,950.08
MTR-001,2025-01-23 19:00:00,951.29
MTR-001,2025-01-23 20:00:00,952.54
MTR-001,2025-01-23 21:00:00,953.75
MTR-001,2025-01-23 22:00:00,955.17
MTR-001,2025-01-23 23:00:00,955.87
MTR-001,2025-01-24 00:00:00,958.52
MTR-001,2025-01-24 01:00:00,960.02
MTR-001,2025-01-24 02:00:00,962.13
MTR-001,2025-01-24 03:00:00,963.01
MTR-001,2025-01-24 04:00:00,965.24
MTR-001,2025-01-24 05:00:00,966.57
MTR-001,2025-01-24 06:00:00,968.03
MTR-001,2025-01-24 07:00:00,969.5
MTR-001,2025-01-24 08:00:00,971.15
MTR-001,2025-01-24 09:00:00,972.55
MTR-001,2025-01-24 10:00:00,973.24
MTR-001,2025-01-24 11:00:00,974.83
MTR-001,2025-01-24 12:00:00,976.7
MTR-001,2025-01-24 13:00:00,977.97
MTR-001,2025-01-24 14:00:00,980.13
MTR-001,2025-01-24 15:00:00,982.4
MTR-001,2025-01-24 16:00:00,983.58
MTR-001,2025-01-24 17:00:00,984.56
MTR-001,2025-01-24 18:00:00,985.76
MTR-001,2025-01-24 19:00:00,987.88
MTR-001,2025-01-24 20:00:00,989.07
MTR-001,2025-01-24 21:00:00,990.08
MTR-001,2025-01-24 22:00:00,991.77
MTR-001,2025-01-24 23:00:00,992.87
MTR-001,2025-01-25 00:00:00,993.59
MTR-001,2025-01-25 01:00:00,995.57
MTR-001,2025-01-25 02:00:00,996.62
MTR-001,2025-01-25 03:00:00,998.23
MTR-001,2025-01-25 04:00:00,1000.18
MTR-001,2025-01-25 05:00:00,1002.32
MTR-001,2025-01-25 06:00:00,1004.22
MTR-001,2025-01-25 07:00:00,1005.82
MTR-001,2025-01-25 08:00:00,1007.34
MTR-001,2025-01-25 09:00:00,1009.25
MTR-001,2025-01-25 10:00:00,1010.4
MTR-001,2025-01-25 11:00:00,1012.15
MTR-001,2025-01-25 12:00:00,1014.4
MTR-001,2025-01-25 13:00:00,1016.31
MTR-001,2025-01-25 14:00:00,1017.93
MTR-001,2025-01-25 15:00:00,1019.21
MTR-001,2025-01-25 16:00:00,1020.55
MTR-001,2025-01-25 17:00:00,1022.5
MTR-001,2025-01-25 18:00:00,1024.27
MTR-001,2025-01-25 19:00:00,1025.44
MTR-001,2025-01-25 20:00:00,1026.15
MTR-001,2025-01-25 21:00:00,1027.3
MTR-001,2025-01-25 22:00:00,1029.1
MTR-001,2025-01-25 23:00:00,1030.4
MTR-001,2025-01-26 00:00:00,1031.97
MTR-001,2025-01-26 01:00:00,1033.13
MTR-001,2025-01-26 02:00:00,1034.95
MTR-001,2025-01-26 03:00:00,1036.24
MTR-001,2025-01-26 04:00:00,1038.26
